id	HR	HR.95L	HR.95H	pvalue
CYP26A1	0.878979124108498	0.662065768754396	1.16696004699369	0.372327877803812
ALDH6A1	0.881822882849091	0.769608869529332	1.01039843419664	0.0701408670181737
ID2	0.905183220193097	0.751265825671428	1.09063481143557	0.294827656979011
KIF11	1.54769908957217	1.25489615317087	1.90882127242952	4.46596122233864e-05
CD34	0.877585043967417	0.675421283934923	1.14025946133717	0.328342548418622
SREBF2	1.13480329056579	0.905346281997827	1.4224154159414	0.272551222697254
ENAH	1.34492228151015	1.10337182179307	1.63935303365189	0.00334745557030711
CTTN	1.33549157273914	1.01824213138979	1.75158509540646	0.0365638045847644
ALS2CL	0.976923697367522	0.79472696003447	1.20089031638846	0.824556241208549
CCT5	2.01195063355854	1.55332512352895	2.60598717587225	1.18095106216197e-07
CAP2	1.05409290928562	0.895054174665626	1.24139062512202	0.527836683561884
TTC9	1.07243194343884	0.9208345411625	1.24898689384094	0.368488017930396
INPPL1	1.37207457852862	1.0338000341045	1.82103751880336	0.0285158585684584
BUB1B	1.58465170888769	1.28324534913459	1.95685185235557	1.89552192136904e-05
RGS5	0.930867659961662	0.796913511143969	1.08733832247193	0.366156296498488
SCARA3	0.99224806175669	0.860562286856338	1.14408478165657	0.914692638677455
KMO	0.877061213904171	0.742155157655045	1.03648996439718	0.12371120615035
PSMD10	1.4595723611957	1.09683690414424	1.94226823470031	0.00948586504399502
SLC1A1	0.955254096239487	0.850193853644962	1.07329685397065	0.44125894271337
TBC1D16	1.41679608712505	1.08908482734108	1.84311736064999	0.00943755007146379
MFAP3L	0.950031751684509	0.790590347743159	1.14162831836388	0.584471686610703
DENND4B	1.51638115157019	1.12881250836813	2.03701835317318	0.00570017228190975
UBE2S	1.47633055731797	1.24084251860299	1.75650969546453	1.11337882127116e-05
MAST3	0.961494011385823	0.712546875408627	1.29741742731051	0.797298224311213
LAMC1	1.20279985941339	1.02229551659933	1.41517543441588	0.0260304368284093
LMNB2	1.55904494216323	1.27843131801912	1.9012528067999	1.15422807217775e-05
UBE2Q1	1.50933793437143	1.12013716020606	2.03376968559239	0.00681834493730481
CA2	0.989277835972456	0.861699343294252	1.13574490263032	0.878375403023394
HS3ST3B1	0.886896268811545	0.750536423782495	1.04803040426429	0.158780545634015
BCKDHB	0.910242460184357	0.74287877815764	1.11531162375815	0.364300528452914
AGPAT1	1.21861139102347	0.937263186596599	1.5844148618752	0.139888935213049
SERPINE1	1.12941542587098	1.02401038967439	1.24567017782009	0.0149075574237079
NUP210	1.4037408491611	1.13508839755772	1.73597789902819	0.00175375474353203
SOX13	1.19409901509672	0.907803418476511	1.57068416887863	0.20466970958277
GNE	0.8368475379568	0.706882471676702	0.990707550186153	0.0386043970006676
RPN2	1.69757039010597	1.21981405550582	2.36244632233685	0.00169927038767597
RAD21	1.38461729809989	1.08985063464757	1.7591080844004	0.00771195798411621
CDC6	1.41695672108506	1.18575849934114	1.69323378288558	0.000125719205536944
NPLOC4	1.61375152733135	1.1757931152655	2.21484031344767	0.00305212466528485
CPEB3	0.629623006804257	0.455540119802471	0.870230992758946	0.00508287550433897
PBK	1.48563079181633	1.25404912416736	1.75997798416249	4.68982607754415e-06
ANGPTL3	0.969779865651628	0.87569096611994	1.07397817747326	0.555645025133429
ADCY6	1.29268920885025	0.977617671696808	1.70930358468003	0.0716795024000465
HSPA1B	1.13501213170232	0.995437875652142	1.29415664264079	0.05853577691542
ZFP36	1.01929015855788	0.866666852737922	1.19879100492968	0.817419502967627
IPO9	1.51923492320904	1.12388128191754	2.05366419837512	0.00654055389190899
PHLDA1	0.966060073645399	0.823952529167597	1.1326769842367	0.670593710127235
IGFBP1	0.970311844282043	0.894726098069372	1.05228301396996	0.466400481705813
SEMA6C	1.10461680345863	0.895762169965521	1.3621676862399	0.352111376514131
TAP1	1.08544447276485	0.911593845440409	1.29245026098937	0.357242605534699
GOLGA8B	1.04284705120044	0.805485629887396	1.35015440604383	0.750187543610638
NOTCH3	1.05524396781955	0.885106635790999	1.25808550810875	0.54888656909164
STIP1	2.04642759377716	1.53658036512565	2.72544540566878	9.67015781499785e-07
CD163	1.06980209099292	0.891556942912201	1.28368302551096	0.468089513669308
CDK5	1.60334751321227	1.15468105076097	2.22634921256375	0.00482216054752085
MAFG	1.79828602388582	1.40903731612981	2.29506528087235	2.4143662506196e-06
MCM6	1.53483938565669	1.27068346017266	1.85390934375026	8.75285171081752e-06
FGL1	0.984853559858455	0.902637728178754	1.07455793624194	0.731480131239164
TXNRD1	1.38551537179648	1.18984377674484	1.61336545435913	2.69723741528979e-05
KBTBD11	0.813390243092219	0.615891588376255	1.07422101558796	0.145544299149346
PDK4	0.856574456802139	0.764758319132921	0.959413950380778	0.00744648029020816
SOX9	1.14066314197863	1.01309320833013	1.28429683741851	0.0296351329774192
ACSL1	0.903790524473529	0.801405147706019	1.01925638294974	0.0991400049156786
ACSL4	1.04391302234006	0.957629507054253	1.13797078116706	0.328882065870806
HLA-A	0.938205462569607	0.788252905732804	1.11668410429409	0.472830991997337
RRAGD	1.30702936361907	1.07043733335632	1.59591384206122	0.00858764048156461
CCT6A	2.11031508435671	1.55757582428851	2.8592057515388	1.43775711615769e-06
VNN1	1.01637300230404	0.936579250793718	1.10296494283541	0.697046557655791
GDI1	1.42503469916931	1.05613720705448	1.92278416125512	0.0204874870222389
ROBO1	1.20012285478767	1.04561214518167	1.37746570104488	0.00947953582675425
GYS2	0.868399192959441	0.787876943094479	0.957150942088398	0.00448250756648665
EPB41L4B	0.912573617860463	0.762217082705776	1.09258979746115	0.31926883629984
ESM1	1.10221941871866	0.945582687995835	1.28480318265497	0.213319376153562
FAM20B	1.16606009910744	0.870073844608596	1.56273650007501	0.303782685877695
CYP7A1	0.89390408707303	0.824710574779063	0.968902959804939	0.00636254666687195
CTNNA1	1.61712365941179	1.17458055112721	2.22640237599691	0.00321564806006694
STEAP4	0.693602850777524	0.52338565843771	0.919178634054919	0.0108789062846464
TOMM20	1.1666862100532	0.888944885464686	1.53120484181286	0.266416981593915
BMPER	0.893555264305297	0.420216260177121	1.90007166793395	0.769990560082869
NPY1R	0.88574329521405	0.622400426730211	1.26050875179865	0.500343411346117
LIFR	0.946201536861289	0.707713133555587	1.26505685129884	0.708994801585352
OCRL	1.20231701806546	0.930817206267568	1.55300761760336	0.158257299296498
ATP1B3	1.43720630925122	1.21781552801629	1.69612057641941	1.77341918234693e-05
COL4A1	1.09670102498891	0.939815266256774	1.27977612345267	0.241233578633244
MARK4	1.0133118448427	0.751505696152403	1.3663248331391	0.930899524614002
CBX4	1.33280546682419	1.04932116356514	1.69287580778521	0.0185457596835861
CBX3	2.02620092759127	1.51172231576408	2.71577005655081	2.29962930255523e-06
TBCC	1.16165250054113	0.883729061870864	1.52697991979204	0.28281531910967
ESR1	0.630555711310263	0.431951237917424	0.920475438345661	0.0168805931159499
NR4A1	0.916677215675498	0.761182355597421	1.1039366737279	0.35896675982546
B4GALT3	1.72344961251135	1.27233708116868	2.33450601324709	0.000438895935440377
SLC2A2	0.85614835637273	0.788135444598486	0.930030508262634	0.000235477419415788
CXCL2	0.924574250394803	0.830222112189684	1.02964921307444	0.153307682488935
ALDH2	0.703849554856576	0.587362795042213	0.843438161309138	0.000142079990952339
FGB	0.919597654345932	0.852798187401651	0.991629506689196	0.0293743665405453
KLF13	1.04101348504546	0.840180267664007	1.28985304434677	0.713202005643025
DCN	0.92050518424634	0.813803186344347	1.04119743992481	0.187595980694013
HPGD	0.986307677904419	0.902362740287098	1.07806183928173	0.761294536182331
THBS1	0.983823190441603	0.86793036292379	1.11519093166658	0.79869313215076
