Abundance	cluster	gene
3.671	Normal	CENPA
4.092	Normal	CENPA
3.541	Normal	CENPA
3.692	Normal	CENPA
3.534	Normal	CENPA
3.752	Normal	CENPA
3.426	Normal	CENPA
3.852	Normal	CENPA
3.765	Normal	CENPA
3.701	Normal	CENPA
3.578	Normal	CENPA
3.446	Normal	CENPA
3.404	Normal	CENPA
3.806	Normal	CENPA
3.777	Normal	CENPA
3.817	Normal	CENPA
3.674	Normal	CENPA
3.949	Normal	CENPA
3.856	Normal	CENPA
3.767	Normal	CENPA
3.518	Normal	CENPA
3.575	Normal	CENPA
3.763	Normal	CENPA
3.506	Normal	CENPA
4.1	Normal	CENPA
3.977	Normal	CENPA
3.645	Normal	CENPA
3.617	Normal	CENPA
3.596	Normal	CENPA
3.57	Normal	CENPA
4.127	Normal	CENPA
3.615	Normal	CENPA
3.596	Normal	CENPA
3.592	Normal	CENPA
3.682	Normal	CENPA
3.846	Normal	CENPA
3.67	Normal	CENPA
3.366	Normal	CENPA
3.774	Normal	CENPA
3.546	Normal	CENPA
3.584	Normal	CENPA
3.537	Normal	CENPA
3.535	Normal	CENPA
3.498	Normal	CENPA
3.637	Normal	CENPA
3.42	Normal	CENPA
3.695	Normal	CENPA
3.729	Normal	CENPA
3.581	Normal	CENPA
3.458	Normal	CENPA
3.645	Normal	CENPA
3.594	Normal	CENPA
3.823	Normal	CENPA
3.905	Normal	CENPA
3.656	Normal	CENPA
3.513	Normal	CENPA
3.846	Normal	CENPA
3.705	Normal	CENPA
3.676	Normal	CENPA
3.603	Normal	CENPA
3.847	Normal	CENPA
3.791	Normal	CENPA
3.552	Normal	CENPA
3.889	Normal	CENPA
3.763	Normal	CENPA
3.378	Normal	CENPA
3.959	Normal	CENPA
3.739	Normal	CENPA
3.688	Normal	CENPA
3.72	Normal	CENPA
3.527	Normal	CENPA
3.738	Normal	CENPA
3.781	Normal	CENPA
4.246	Normal	CENPA
4.025	Normal	CENPA
3.774	Normal	CENPA
3.618	Normal	CENPA
3.542	Normal	CENPA
3.767	Normal	CENPA
3.648	Normal	CENPA
3.631	Normal	CENPA
3.449	Normal	CENPA
3.549	Normal	CENPA
3.83	Normal	CENPA
3.729	Normal	CENPA
3.614	Normal	CENPA
3.595	Normal	CENPA
3.861	Normal	CENPA
3.579	Normal	CENPA
3.68	Normal	CENPA
4.146	Normal	CENPA
3.844	Normal	CENPA
3.685	Normal	CENPA
3.475	Normal	CENPA
3.4	Normal	CENPA
4.026	Normal	CENPA
3.746	Normal	CENPA
3.604	Normal	CENPA
3.618	Normal	CENPA
3.818	Normal	CENPA
3.934	Normal	CENPA
3.71	Normal	CENPA
3.688	Normal	CENPA
3.611	Normal	CENPA
3.618	Normal	CENPA
3.646	Normal	CENPA
3.494	Normal	CENPA
4.109	Normal	CENPA
3.758	Normal	CENPA
3.682	Normal	CENPA
3.632	Normal	CENPA
3.445	Normal	CENPA
3.623	Normal	CENPA
3.529	Normal	CENPA
3.682	Normal	CENPA
3.534	Normal	CENPA
3.608	Normal	CENPA
3.887	Normal	CENPA
3.707	Normal	CENPA
3.501	Normal	CENPA
3.734	Normal	CENPA
3.845	Normal	CENPA
3.555	Normal	CENPA
3.803	Normal	CENPA
3.745	Normal	CENPA
3.561	Normal	CENPA
3.691	Normal	CENPA
3.651	Normal	CENPA
3.944	Normal	CENPA
3.7	Normal	CENPA
3.746	Normal	CENPA
3.636	Normal	CENPA
3.683	Normal	CENPA
3.584	Normal	CENPA
3.797	Normal	CENPA
3.588	Normal	CENPA
3.833	Normal	CENPA
3.625	Normal	CENPA
3.689	Normal	CENPA
3.489	Normal	CENPA
3.466	Normal	CENPA
3.785	Normal	CENPA
3.623	Normal	CENPA
3.933	Normal	CENPA
3.598	Normal	CENPA
4.031	Normal	CENPA
3.558	Normal	CENPA
4.043	Normal	CENPA
3.801	Normal	CENPA
3.815	Normal	CENPA
3.832	Normal	CENPA
3.714	Normal	CENPA
3.68	Normal	CENPA
3.802	Normal	CENPA
3.845	Normal	CENPA
3.658	Normal	CENPA
3.626	Normal	CENPA
3.593	Normal	CENPA
3.686	Normal	CENPA
3.625	Normal	CENPA
3.683	Normal	CENPA
3.651	Normal	CENPA
3.692	Normal	CENPA
3.482	Normal	CENPA
3.722	Normal	CENPA
3.551	Normal	CENPA
3.691	Normal	CENPA
3.537	Normal	CENPA
3.673	Normal	CENPA
3.522	Normal	CENPA
3.555	Normal	CENPA
3.445	Normal	CENPA
3.392	Normal	CENPA
3.692	Normal	CENPA
3.734	Normal	CENPA
3.62	Normal	CENPA
3.505	Normal	CENPA
3.459	Normal	CENPA
3.556	Normal	CENPA
3.474	Normal	CENPA
3.577	Normal	CENPA
3.431	Normal	CENPA
3.84	Normal	CENPA
3.802	Normal	CENPA
3.692	Normal	CENPA
3.419	Normal	CENPA
3.713	Normal	CENPA
3.835	Normal	CENPA
4.24	Normal	CENPA
3.655	Normal	CENPA
3.539	Normal	CENPA
6.347	Tumor	CENPA
5.284	Tumor	CENPA
4.203	Tumor	CENPA
4	Tumor	CENPA
5.715	Tumor	CENPA
4.442	Tumor	CENPA
5.646	Tumor	CENPA
3.869	Tumor	CENPA
4.158	Tumor	CENPA
3.822	Tumor	CENPA
4.064	Tumor	CENPA
4.272	Tumor	CENPA
5.055	Tumor	CENPA
5.875	Tumor	CENPA
3.997	Tumor	CENPA
5.016	Tumor	CENPA
4.48	Tumor	CENPA
4.915	Tumor	CENPA
4.631	Tumor	CENPA
4.902	Tumor	CENPA
4.825	Tumor	CENPA
4.076	Tumor	CENPA
7.337	Tumor	CENPA
4.671	Tumor	CENPA
5.576	Tumor	CENPA
3.941	Tumor	CENPA
5.275	Tumor	CENPA
3.859	Tumor	CENPA
4.215	Tumor	CENPA
3.649	Tumor	CENPA
5.206	Tumor	CENPA
4.676	Tumor	CENPA
5.434	Tumor	CENPA
5.104	Tumor	CENPA
5.706	Tumor	CENPA
5.675	Tumor	CENPA
4.023	Tumor	CENPA
3.854	Tumor	CENPA
4.342	Tumor	CENPA
6.932	Tumor	CENPA
5.705	Tumor	CENPA
4.393	Tumor	CENPA
6.479	Tumor	CENPA
4.849	Tumor	CENPA
3.629	Tumor	CENPA
4.867	Tumor	CENPA
6.485	Tumor	CENPA
6.513	Tumor	CENPA
3.611	Tumor	CENPA
3.85	Tumor	CENPA
5.369	Tumor	CENPA
3.896	Tumor	CENPA
5.825	Tumor	CENPA
5.53	Tumor	CENPA
5.006	Tumor	CENPA
5.701	Tumor	CENPA
4.314	Tumor	CENPA
3.99	Tumor	CENPA
4.582	Tumor	CENPA
3.904	Tumor	CENPA
4.374	Tumor	CENPA
4.317	Tumor	CENPA
4.896	Tumor	CENPA
6.259	Tumor	CENPA
4.198	Tumor	CENPA
4.267	Tumor	CENPA
4.873	Tumor	CENPA
3.51	Tumor	CENPA
5.138	Tumor	CENPA
5.106	Tumor	CENPA
3.657	Tumor	CENPA
3.899	Tumor	CENPA
3.777	Tumor	CENPA
4.592	Tumor	CENPA
4.823	Tumor	CENPA
3.97	Tumor	CENPA
3.728	Tumor	CENPA
4.828	Tumor	CENPA
4.348	Tumor	CENPA
4.569	Tumor	CENPA
4.029	Tumor	CENPA
5.043	Tumor	CENPA
4.348	Tumor	CENPA
4.377	Tumor	CENPA
4.167	Tumor	CENPA
6.884	Tumor	CENPA
3.929	Tumor	CENPA
4.162	Tumor	CENPA
4.386	Tumor	CENPA
5.796	Tumor	CENPA
4.449	Tumor	CENPA
7.072	Tumor	CENPA
4.69	Tumor	CENPA
3.965	Tumor	CENPA
4.739	Tumor	CENPA
4.2	Tumor	CENPA
6.714	Tumor	CENPA
5.262	Tumor	CENPA
5.723	Tumor	CENPA
4.883	Tumor	CENPA
5.032	Tumor	CENPA
5.563	Tumor	CENPA
6.788	Tumor	CENPA
3.982	Tumor	CENPA
3.646	Tumor	CENPA
5.659	Tumor	CENPA
3.851	Tumor	CENPA
6.085	Tumor	CENPA
6.742	Tumor	CENPA
5.399	Tumor	CENPA
4.243	Tumor	CENPA
3.62	Tumor	CENPA
4.402	Tumor	CENPA
4.297	Tumor	CENPA
3.885	Tumor	CENPA
6.152	Tumor	CENPA
3.797	Tumor	CENPA
4.163	Tumor	CENPA
5.769	Tumor	CENPA
5.133	Tumor	CENPA
6.553	Tumor	CENPA
3.833	Tumor	CENPA
4.127	Tumor	CENPA
4.033	Tumor	CENPA
4.349	Tumor	CENPA
4.595	Tumor	CENPA
4.361	Tumor	CENPA
4.508	Tumor	CENPA
4.595	Tumor	CENPA
4.767	Tumor	CENPA
3.918	Tumor	CENPA
4.87	Tumor	CENPA
3.83	Tumor	CENPA
5.991	Tumor	CENPA
4.462	Tumor	CENPA
5.397	Tumor	CENPA
4.552	Tumor	CENPA
4.014	Tumor	CENPA
6.841	Tumor	CENPA
5.461	Tumor	CENPA
4.931	Tumor	CENPA
5.853	Tumor	CENPA
7.087	Tumor	CENPA
5.238	Tumor	CENPA
4.395	Tumor	CENPA
3.6	Tumor	CENPA
6.778	Tumor	CENPA
5.026	Tumor	CENPA
6.05	Tumor	CENPA
4.694	Tumor	CENPA
6.09	Tumor	CENPA
3.993	Tumor	CENPA
4.11	Tumor	CENPA
5.654	Tumor	CENPA
4.081	Tumor	CENPA
5.922	Tumor	CENPA
4.174	Tumor	CENPA
5.758	Tumor	CENPA
6.032	Tumor	CENPA
3.621	Tumor	CENPA
3.635	Tumor	CENPA
4.119	Tumor	CENPA
4.168	Tumor	CENPA
3.962	Tumor	CENPA
4.097	Tumor	CENPA
4.529	Tumor	CENPA
4.563	Tumor	CENPA
4.875	Tumor	CENPA
3.853	Tumor	CENPA
4.443	Tumor	CENPA
3.785	Tumor	CENPA
5.517	Tumor	CENPA
5.693	Tumor	CENPA
4.104	Tumor	CENPA
4.48	Tumor	CENPA
5.274	Tumor	CENPA
5.172	Tumor	CENPA
4.366	Tumor	CENPA
4.009	Tumor	CENPA
5.52	Tumor	CENPA
3.677	Tumor	CENPA
6.101	Tumor	CENPA
6.237	Tumor	CENPA
5.551	Tumor	CENPA
4.152	Tumor	CENPA
4.121	Tumor	CENPA
4.794	Tumor	CENPA
5.718	Tumor	CENPA
6.258	Tumor	CENPA
5.904	Tumor	CENPA
3.862	Tumor	CENPA
4.228	Tumor	CENPA
3.561	Tumor	CENPA
4.013	Tumor	CENPA
4.263	Tumor	CENPA
5.504	Tumor	CENPA
6.134	Tumor	CENPA
4.212	Tumor	CENPA
4.506	Tumor	CENPA
5.889	Tumor	CENPA
6.054	Tumor	CENPA
7.11	Tumor	CENPA
4.454	Tumor	CENPA
6.652	Tumor	CENPA
4.683	Tumor	CENPA
5.109	Tumor	CENPA
4.255	Tumor	CENPA
4.929	Tumor	CENPA
4.501	Tumor	CENPA
3.855	Tumor	CENPA
3.976	Tumor	CENPA
4.323	Tumor	CENPA
5.065	Tumor	CENPA
5.783	Tumor	CENPA
5.306	Tumor	CENPA
6.161	Tumor	CENPA
6.612	Tumor	CENPA
4.58	Tumor	CENPA
4.062	Tumor	CENPA
3.418	Tumor	CENPA
5.452	Tumor	CENPA
3.939	Tumor	CENPA
6.321	Tumor	CENPA
5.203	Tumor	CENPA
3.682	Tumor	CENPA
10.123	Normal	UGT2B15
11.325	Normal	UGT2B15
10.857	Normal	UGT2B15
11.176	Normal	UGT2B15
10.778	Normal	UGT2B15
10.919	Normal	UGT2B15
10.622	Normal	UGT2B15
7.399	Normal	UGT2B15
11.103	Normal	UGT2B15
11.205	Normal	UGT2B15
10.919	Normal	UGT2B15
10.684	Normal	UGT2B15
10.869	Normal	UGT2B15
11.177	Normal	UGT2B15
10.82	Normal	UGT2B15
11.275	Normal	UGT2B15
11.155	Normal	UGT2B15
11.344	Normal	UGT2B15
10.662	Normal	UGT2B15
11.296	Normal	UGT2B15
11.505	Normal	UGT2B15
10.373	Normal	UGT2B15
11.017	Normal	UGT2B15
10.7	Normal	UGT2B15
11.314	Normal	UGT2B15
11.034	Normal	UGT2B15
11.321	Normal	UGT2B15
10.952	Normal	UGT2B15
10.854	Normal	UGT2B15
10.312	Normal	UGT2B15
10.88	Normal	UGT2B15
11.321	Normal	UGT2B15
11.042	Normal	UGT2B15
11.483	Normal	UGT2B15
10.932	Normal	UGT2B15
11.425	Normal	UGT2B15
11.416	Normal	UGT2B15
10.902	Normal	UGT2B15
10.671	Normal	UGT2B15
11.331	Normal	UGT2B15
10.966	Normal	UGT2B15
10.341	Normal	UGT2B15
11.137	Normal	UGT2B15
10.907	Normal	UGT2B15
11.351	Normal	UGT2B15
9.176	Normal	UGT2B15
11.331	Normal	UGT2B15
11.522	Normal	UGT2B15
10.782	Normal	UGT2B15
10.818	Normal	UGT2B15
11.461	Normal	UGT2B15
11.616	Normal	UGT2B15
11.45	Normal	UGT2B15
10.834	Normal	UGT2B15
11.157	Normal	UGT2B15
10.556	Normal	UGT2B15
10.676	Normal	UGT2B15
10.902	Normal	UGT2B15
11.186	Normal	UGT2B15
5.749	Normal	UGT2B15
10.96	Normal	UGT2B15
11.449	Normal	UGT2B15
10.161	Normal	UGT2B15
10.641	Normal	UGT2B15
10.896	Normal	UGT2B15
11.292	Normal	UGT2B15
10.28	Normal	UGT2B15
10.708	Normal	UGT2B15
11.405	Normal	UGT2B15
10.931	Normal	UGT2B15
11.068	Normal	UGT2B15
